Codigo,DESCRICAO,Classificação,Caso
T591,Efeito tóxico do dióxido de enxofre,Outros,0
T592,Efeito tóxico de formaldeído,Outros,0
T593,Efeito tóxico do gás lacrimogêneo,Outros,0
T594,Efeito tóxico do cloro gasoso,Outros,0
T595,Efeito tóxico do fluoreto gasoso e ácido fluorídrico,Outros,0
T596,Efeito tóxico do ácido sulfídrico,Outros,0
T597,Efeito tóxico do dióxido de carbono,Outros,0
T598,"Efeito tóxico de outros gases, fumaças e vapores especificados",Outros,0
T599,"Efeito tóxico de gases, fumaças e vapores não especificados",Outros,0
T600,Efeito tóxico de inseticidas organofosforados e carbamatos,Outros,0
T601,Efeito tóxico de inseticidas halogenados,Outros,0
T602,Efeito tóxico de outros inseticidas,Outros,0
T603,Efeito tóxico de herbicidas e fungicidas,Outros,0
T604,Efeito tóxico de rodenticidas,Outros,0
T608,Efeito tóxico de outros pesticidas,Outros,0
T609,Efeito tóxico de pesticida não especificado,Outros,0
T610,Intoxicação pelo peixe ciguatera,Outros,0
T611,Intoxicação por peixes escombrídeos,Outros,0
T612,Outras intoxicações por peixes e mariscos,Outros,0
T618,Efeito tóxico de outros frutos do mar,Outros,0
T619,Efeito tóxico de frutos do mar não especificados,Outros,0
T620,Efeito tóxico de ingestão de cogumelos,Outros,0
T621,Efeito tóxico de ingestão de frutos,Outros,0
T622,Efeito tóxico de ingestão de outras (partes de) plantas,Outros,0
T628,Efeito tóxico de outras substâncias nocivas ingeridas como alimento,Outros,0
T629,"Efeito tóxico de substâncias nocivas ingeridas como alimento, não especificadas",Outros,0
T630,Efeito tóxico do veneno de serpente,Outros,0
T631,Efeito tóxico do veneno de outros répteis,Outros,0
T632,Efeito tóxico do veneno de escorpião,Outros,0
T633,Efeito tóxico do veneno de aranha,Outros,0
T634,Efeito tóxico do veneno de outros artrópodes,Outros,0
T635,Efeito tóxico de contato com peixe,Outros,0
T636,Efeito tóxico de contato com outros animais marinhos,Outros,0
T638,Efeito tóxico de contato com outros animais venenosos,Outros,0
T639,Efeito tóxico de contato com animal venenoso não especificado,Outros,0
T64,Efeito tóxico da aflatoxina e de outras micotoxinas contaminantes de alimentos,Outros,0
T650,Efeito tóxico de cianetos,Outros,0
T651,Efeito tóxico da estricnina e seus sais,Outros,0
T652,Efeito tóxico do tabaco e da nicotina,Outros,0
T653,Efeito tóxico de nitroderivados e aminoderivados do benzeno e seus homólogos,Outros,0
T654,Efeito tóxico do dissulfeto de carbono,Outros,0
T655,Efeito tóxico da nitroglicerina e outros ácidos e ésteres nítricos,Outros,0
T656,"Efeito tóxico de tinturas e corantes, não classificadas em outra parte",Outros,0
T658,Efeito tóxico de outras substâncias especificadas,Outros,0
T659,Efeito tóxico de substância não especificada,Outros,0
T66,Efeitos não especificados de radiação,Outros,0
T670,Golpe de calor e insolação,Outros,0
T671,Síncope devida ao calor,Outros,0
T672,Cãibras devidas ao calor,Outros,0
T673,Exaustão devida ao calor e à perda hídrica,Outros,0
T674,Exaustão devida ao calor e à perda de sal,Outros,0
T675,"Exaustão devida ao calor, sem especificação",Outros,0
T676,Fadiga transitória devida ao calor,Outros,0
T677,Edema devido ao calor,Outros,0
T678,Outros efeitos do calor e da luz,Outros,0
T679,Efeito do calor e da luz não especificado,Outros,0
T68,Hipotermia,Outros,0
T690,Mão e pé de imersão,Outros,0
T691,Congelamento [chilblains],Outros,0
T698,Outros efeitos especificados de temperatura reduzida,Outros,0
T699,Efeito não especificado de temperatura reduzida,Outros,0
T700,Otite barotraumática,Outros,0
T701,Sinusite barotraumática,Outros,0
T702,Outros efeitos das grandes altitude e os não especificados,Outros,0
T703,Mal dos caixões [doença de descompressão],Outros,0
T704,Efeito dos fluidos em alta pressão,Outros,0
T708,Outros efeitos da pressão atmosférica ou da pressão da água,Outros,0
T709,Efeitos não especificados da pressão atmosférica ou da pressão da água,Outros,0
T71,Asfixia,Outros,0
T730,Efeitos da fome,Outros,0
T731,Efeitos da sede,Outros,0
T732,Exaustão devida às intempéries,Outros,0
T733,Exaustão devido a um esforço intenso,Outros,0
T738,Outros efeitos de privação,Outros,0
T739,Efeito não especificado de privação,Outros,0
T740,Abandono,Outros,0
T741,Sevícias físicas,Outros,0
T742,Abuso sexual,Outros,0
T743,Abuso psicológico,Outros,0
T748,Outras síndromes especificadas de maus tratos,Outros,0
T749,Síndrome não especificada de maus tratos,Outros,0
T750,Efeitos do raio,Outros,0
T751,Afogamento e submersão não mortal,Outros,0
T752,Efeitos da vibração,Outros,0
T753,Doença causada pelo movimento,Outros,0
T754,Efeitos da corrente elétrica,Outros,0
T758,Outros efeitos especificados de causas externas,Outros,0
T780,Choque anafilático devido à intolerância alimentar,Outros,0
T781,Outras reações de intolerância alimentar não classificadas em outra parte,Outros,0
T782,Choque anafilático não especificado,Outros,0
T783,Edema angioneurótico,Outros,0
T784,Alergia não especificada,Outros,0
T788,Outros efeitos adversos não classificados em outra parte,Outros,0
T789,Efeito adverso não especificado,Outros,0
T790,Embolia gasosa (traumática),Outros,0
T791,Embolia gordurosa (traumática),Outros,0
T792,Hemorragia traumática secundária e recidivante,Outros,0
T793,Infecção pós-traumática de ferimento não classificada em outra parte,Outros,0
T794,Choque traumático,Outros,0
T795,Anúria traumática,Outros,0
T796,Isquemia muscular traumática,Outros,0
T797,Enfisema subcutâneo de origem traumática,Outros,0
T798,Outras complicações precoces de traumatismo,Outros,0
T799,Complicação precoce não especificada de traumatismo,Outros,0
T800,"Embolia aérea subseqüentes à infusão, transfusão e injeção terapêutica",Outros,0
T801,"Complicações vasculares subseqüentes à infusão, transfusão e injeção terapêutica",Outros,0
T802,"Infecções subseqüentes à infusão, transfusão e injeção terapêutica",Outros,0
T803,Reação de incompatibilidade ABO,Outros,0
T804,Reação de incompatibilidade Rh,Outros,0
T805,Choque anafilático devido a soro,Outros,0
T806,Outras reações ao soro,Outros,0
T808,"Outras complicações subseqüentes à infusão, transfusão e injeção terapêutica",Outros,0
T809,"Complicação não especificada subseqüente à infusão, transfusão e injeção terapêutica",Outros,0
T810,Hemorragia e hematoma complicando procedimento não classificado em outra parte,Outros,0
T811,Choque durante ou resultante de procedimento não classificado em outra parte,Outros,0
T812,Perfuração e laceração acidentais durante um procedimento não classificado em outra parte,Outros,0
T813,Deiscência de ferida cirúrgica não classificada em outra parte,Outros,0
T814,Infecção subseqüente a procedimento não classificada em outra parte,Outros,0
T815,Corpo estranho deixado acidentalmente em cavidade corporal ou em ferida operatória subseqüente a procedimento,Outros,0
T816,Reação aguda à substância estranha deixada acidentalmente durante um procedimento,Outros,0
T817,Complicações vasculares subseqüentes a um procedimento não classificado em outra parte,Outros,0
T818,Outras complicações de procedimentos não classificadas em outra parte,Outros,0
T819,Complicação não especificada de procedimento,Outros,0
T820,Complicação mecânica de prótese valvular cardíaca,Outros,0
T821,Complicação mecânica de dispositivo eletrônico cardíaco,Outros,0
T822,Complicação mecânica de enxerto de ponte coronária e implantes de valvas,Outros,0
T823,Complicações mecânicas de outros enxertos vasculares,Outros,0
T824,Complicação mecânica de cateter vascular de diálise,Outros,0
T825,Complicações mecânicas de outros dispositivos e implantes cardiovasculares,Outros,0
T826,Infecção e reação inflamatórias devidas à prótese valvular cardíaca,Outros,0
T827,"Infecção e reação inflamatórias devidas a outros dispositivos, implantes e enxertos cardíacos e vasculares",Outros,0
T828,"Outras complicações de dispositivos protéticos, implantes e enxertos cardíacos e vasculares",Outros,0
T829,"Complicações não especificada de dispositivo protético, implante e enxerto cardíacos e vasculares",Outros,0
T830,Complicação mecânica de cateter (de demora) urinário,Outros,0
T831,Complicação mecânica de outros dispositivos e implantes urinários,Outros,0
T832,Complicação mecânica de enxerto de órgão urinário,Outros,0
T833,Complicação mecânica de dispositivo intra-uterino (anticoncepcional),Outros,0
T834,"Complicação mecânica de outros dispositivos protéticos, implantes e enxertos do trato genital",Outros,0
T835,"Infecção e reação inflamatória devidas à dispositivo protético, implante e enxerto no aparelho urinário",Outros,0
T836,"Infecção e reação inflamatória devidas à dispositivo protético, implante e enxerto no trato genital",Outros,0
T838,"Outras complicações de dispositivos protéticos, implantes e enxertos geniturinários",Outros,0
T839,"Complicação não especificada de prótese, implante e enxerto geniturinários",Outros,0
T840,Complicação mecânica de prótese articular interna,Outros,0
T841,Complicação mecânica de dispositivo de fixação interna de ossos dos membros,Outros,0
T842,Complicação mecânica de dispositivo de fixação interna de outros ossos,Outros,0
T843,"Complicação mecânica de outros dispositivos, implantes e enxertos ósseos",Outros,0
T844,"Complicação mecânica de outros dispositivos, implantes e enxertos ortopédicos internos",Outros,0
T845,Infecção e reação inflamatória devidas à prótese articular interna,Outros,0
T846,Infecção e reação inflamatória devidas a dispositivo de fixação interna [qualquer local],Outros,0
T847,"Infecção e reação inflamatória devidas a outros dispositivos protéticos, implantes e enxertos ortopédicos internos",Outros,0
T848,"Outras complicações de dispositivos protéticos, implantes e enxertos ortopédicos internos",Outros,0
T849,"Complicação não especificada de dispositivo protético, implante e enxerto ortopédicos internos",Outros,0
T850,Complicação mecânica de shunt ventricular (comunicação) intracraniano,Outros,0
T851,Complicação mecânica de estimulador eletrônico implantado no sistema nervoso,Outros,0
T852,Complicação mecânica de lente intraocular,Outros,0
T853,"Complicações mecânicas de outros dispositivos protéticos, implantes e enxertos oculares",Outros,0
T854,Complicação mecânica de prótese e implante mamários,Outros,0
T855,"Complicação mecânica de dispositivos protéticos, implante e enxerto gastrointestinais",Outros,0
T856,"Complicação mecânica de outros dispositivos protéticos, implantes e enxertos internos especificados",Outros,0
T857,"Infecção e reação inflamatória devida a outros dispositivos protéticos, implantes e enxertos internos",Outros,0
T858,"Outras complicações de dispositivos protéticos, implantes e enxertos internos não classificados em outra parte",Outros,0
T859,"Complicação não especificada de outros dispositivos protéticos, implantes e enxertos internos",Outros,0
T860,Rejeição a transplante de medula óssea,Outros,0
T861,Falência ou rejeição de transplante de rim,Outros,0
T862,Falência ou rejeição de transplante de coração,Outros,0
T863,Falência ou rejeição de transplante duplo de coração e pulmão,Outros,0
T864,Falência ou rejeição de transplante de fígado,Outros,0
T868,Outra insuficiência ou rejeição de outros órgãos ou tecidos transplantados,Outros,0
T869,Falência e rejeição a transplante de órgão ou tecido não especificado,Outros,0
T870,Complicações de reimplante (de parte) de extremidade superior,Outros,0
T871,Complicações de reimplante (de parte) de extremidade inferior,Outros,0
T872,Complicações de outras partes reimplantadas do corpo,Outros,0
T873,Neuroma de coto da amputação,Outros,0
T874,Infecção de coto da amputação,Outros,0
T875,Necrose do coto da amputação,Outros,0
T876,Outras complicações e as não especificadas do coto de amputação,Outros,0
T880,Infecção subseqüente à imunização,Outros,0
T881,Outras complicações subseqüentes à imunização não classificadas em outra parte,Outros,0
T882,Choque devido à anestesia,Outros,0
T883,Hipertermia maligna devida à anestesia,Outros,0
T884,Entubação falha ou difícil,Outros,0
T885,Outras complicações de anestesia,Outros,0
T886,Choque anafilático devido a efeito adverso de droga ou medicamento corretos e administrados de maneira apropriada,Outros,0
T887,Efeito adverso não especificado de droga ou medicamento,Outros,0
T888,Outras complicações de cuidados médicos e cirúrgicos especificados não classificados em outra parte,Outros,0
T889,Complicação não especificada de cuidados médicos e cirúrgicos,Outros,0
T900,Seqüelas de traumatismo superficial da cabeça,Outros,0
T901,Seqüelas de ferimento da cabeça,Outros,0
T902,Seqüelas de fratura de crânio e de ossos da face,Outros,0
T903,Seqüelas de traumatismo de nervos cranianos,Outros,0
T904,Seqüelas de traumatismo do olho e da órbita,Outros,0
T905,Seqüelas de traumatismo intracraniano,Outros,0
T908,Seqüelas de outros traumatismos especificados da cabeça,Outros,0
T909,Seqüelas de traumatismo não especificado da cabeça,Outros,0
T910,Seqüelas de traumatismo superficial e ferimento do pescoço e do tronco,Outros,0
T911,Seqüelas de fratura de coluna vertebral,Outros,0
T912,Seqüelas de outra fratura do tórax e da pelve,Outros,0
T913,Seqüelas de traumatismo de medula espinhal,Outros,0
T914,Seqüelas de traumatismo de órgãos intratorácicos,Outros,0
T915,Seqüelas de traumatismo de órgãos intra-abdominais e órgãos pélvicos,Outros,0
T918,Seqüelas de outros traumatismos especificados do pescoço e do tronco,Outros,0
T919,Seqüelas de traumatismo não especificado do pescoço e do tronco,Outros,0
T920,Seqüelas de ferimento do membro superior,Outros,0
T921,Seqüelas de fratura do braço,Outros,0
T922,Seqüelas de fratura ao nível do punho e da mão,Outros,0
T923,"Seqüelas de luxação, entorse e distensão do membro superior",Outros,0
T924,Seqüelas de traumatismo de nervo de membro superior,Outros,0
T925,Seqüelas de traumatismo de músculo e tendão do membro superior,Outros,0
T926,Seqüelas de esmagamento e amputação traumática do membro superior,Outros,0
T928,Seqüelas de outros traumatismos especificados do membro superior,Outros,0
T929,Seqüelas de traumatismo não especificado do membro superior,Outros,0
T930,Seqüelas de ferimento do membro inferior,Outros,0
T931,Seqüelas de fratura do fêmur,Outros,0
T932,Seqüelas de outras fraturas do membro inferior,Outros,0
T933,"Seqüelas de luxação, entorse e distensão do membro inferior",Outros,0
T934,Seqüelas de traumatismo de nervo do membro inferior,Outros,0
T935,Seqüelas de traumatismo de músculo e tendão do membro inferior,Outros,0
T936,Seqüelas de esmagamento e amputação traumática do membro inferior,Outros,0
T938,Seqüelas de outros traumatismos especificados do membro inferior,Outros,0
T939,Seqüelas de traumatismo não especificado do membro inferior,Outros,0
T940,Seqüelas de traumatismos envolvendo regiões múltiplas do corpo,Outros,0
T941,Seqüelas de traumatismos não especificados por regiões do corpo,Outros,0
T950,"Seqüelas de queimadura, corrosão e geladura da cabeça e pescoço",Outros,0
T951,"Seqüelas de queimadura, corrosão e geladura do tronco",Outros,0
T952,"Seqüelas de queimadura, corrosão e geladura do membro superior",Outros,0
T953,"Seqüelas de queimadura, corrosão e geladura do membro inferior",Outros,0
T954,Seqüelas de queimadura e corrosão classificável só de acordo com a extensão da área corporal envolvida,Outros,0
T958,"Seqüelas de outra queimadura, corrosões e geladuras especificadas",Outros,0
T959,"Seqüelas de queimadura, corrosão e geladura de local não especificado",Outros,0
T96,"Seqüelas de intoxicação por drogas, medicamentos e substâncias biológicas",Outros,0
T97,Seqüelas de efeitos tóxicos de substâncias de origem predominantemente não-medicinal,Outros,0
T980,Seqüelas dos efeitos da penetração de corpo estranho através de orifício natural,Outros,0
T981,Seqüelas em outros efeitos de causas externas e os não especificados,Outros,0
T982,Seqüelas de algumas complicações precoces de traumatismos,Outros,0
T983,Seqüelas de complicações dos cuidados médicos e cirúrgicos não classificados em outra parte,Outros,0
V010,Pedestre traumatizado em colisão com um veículo a pedal - acidente não-de-trânsito,Outros,0
V011,Pedestre traumatizado em colisão com um veículo a pedal - acidente de trânsito,Outros,0
V019,Pedestre traumatizado em colisão com um veículo a pedal - acidente não especificado se de trânsito ou não de trânsito,Outros,0
V020,Pedestre traumatizado em colisão com um veículo a motor de duas ou três rodas - acidente não-de-trânsito,Outros,0
V021,Pedestre traumatizado em colisão com um veículo a motor de duas ou três rodas - acidente de trânsito,Outros,0
V029,Pedestre traumatizado em colisão com um veículo a motor de duas ou três rodas - acidente não especificado se de trânsito ou não de trânsito,Outros,0
V030,"Pedestre traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - acidente não-de-trânsito",Outros,0
V031,"Pedestre traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - acidente de trânsito",Outros,0
V039,"Pedestre traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - acidente não especificado se de trânsito ou não de trânsito",Outros,0
V040,Pedestre traumatizado em colisão com um veículo de transporte pesado ou com um ônibus - acidente não-de-trânsito,Outros,0
V041,Pedestre traumatizado em colisão com um veículo de transporte pesado ou com um ônibus - acidente de trânsito,Outros,0
V049,Pedestre traumatizado em colisão com um veículo de transporte pesado ou com um ônibus - acidente não especificado se de trânsito ou não de trânsito,Outros,0
V050,Pedestre traumatizado em colisão com trem [comboio] ou um veículo ferroviário - acidente não-de-trânsito,Outros,0
V051,Pedestre traumatizado em colisão com trem [comboio] ou um veículo ferroviário - acidente de trânsito,Outros,0
V059,Pedestre traumatizado em colisão com trem [comboio] ou um veículo ferroviário - acidente não especificado se de trânsito ou não de trânsito,Outros,0
V060,Pedestre traumatizado em colisão com outro veículo não-motorizado - acidente não-de-trânsito,Outros,0
V061,Pedestre traumatizado em colisão com outro veículo não-motorizado - acidente de trânsito,Outros,0
V069,Pedestre traumatizado em colisão com outro veículo não-motorizado - acidente não especificado se de trânsito ou não de trânsito,Outros,0
V090,"Pedestre traumatizado em um acidente não-de-trânsito, envolvendo outros veículos a motor e os não especificados",Outros,0
V091,Pedestre traumatizado em um acidente não-de-trânsito não especificado,Outros,0
V092,"Pedestre traumatizado em um acidente de trânsito envolvendo outros veículos e os não especificados, a motor",Outros,0
V093,Pedestre traumatizado em um acidente de trânsito não especificado,Outros,0
V099,Pedestre traumatizado em um acidente de transporte não especificado,Outros,0
V100,Ciclista traumatizado em colisão com um pedestre ou um animal - condutor traumatizado em acidente não-de-trânsito,Outros,0
V101,Ciclista traumatizado em colisão com um pedestre ou um animal - passageiro traumatizado em acidente não-de-trânsito,Outros,0
V102,Ciclista traumatizado em colisão com um pedestre ou um animal - ciclista não especificado traumatizado em acidente não-de-trânsito,Outros,0
V103,Ciclista traumatizado em colisão com um pedestre ou um animal - pessoa traumatizada ao subir ou descer do veículo,Outros,0
V104,Ciclista traumatizado em colisão com um pedestre ou um animal - condutor traumatizado em um acidente de trânsito,Outros,0
V105,Ciclista traumatizado em colisão com um pedestre ou um animal - passageiro traumatizado em um acidente de trânsito,Outros,0
V109,Ciclista traumatizado em colisão com um pedestre ou um animal - ciclista não especificado traumatizado em um acidente de trânsito,Outros,0
V110,Ciclista traumatizado em colisão com outro veículo a pedal - condutor traumatizado em acidente não-de-trânsito,Outros,0
V111,Ciclista traumatizado em colisão com outro veículo a pedal - passageiro traumatizado em acidente não-de-trânsito,Outros,0
V112,Ciclista traumatizado em colisão com outro veículo a pedal - ciclista não especificado traumatizado em acidente não-de-trânsito,Outros,0
V113,Ciclista traumatizado em colisão com outro veículo a pedal - pessoa traumatizada ao subir ou descer do veículo,Outros,0
V114,Ciclista traumatizado em colisão com outro veículo a pedal - condutor traumatizado em um acidente de trânsito,Outros,0
V115,Ciclista traumatizado em colisão com outro veículo a pedal - passageiro traumatizado em um acidente de trânsito,Outros,0
V119,Ciclista traumatizado em colisão com outro veículo a pedal - ciclista não especificado traumatizado em um acidente de trânsito,Outros,0
V120,Ciclista traumatizado em colisão com um veículo a motor de duas ou três rodas - condutor traumatizado em acidente não-de-trânsito,Outros,0
V121,Ciclista traumatizado em colisão com um veículo a motor de duas ou três rodas - passageiro traumatizado em acidente não-de-trânsito,Outros,0
V122,Ciclista traumatizado em colisão com um veículo a motor de duas ou três rodas - ciclista não especificado traumatizado em acidente não-de-trânsito,Outros,0
V123,Ciclista traumatizado em colisão com um veículo a motor de duas ou três rodas - pessoa traumatizada ao subir ou descer do veículo,Outros,0
V124,Ciclista traumatizado em colisão com um veículo a motor de duas ou três rodas - condutor traumatizado em um acidente de trânsito,Outros,0
V125,Ciclista traumatizado em colisão com um veículo a motor de duas ou três rodas - passageiro traumatizado em um acidente de trânsito,Outros,0
V129,Ciclista traumatizado em colisão com um veículo a motor de duas ou três rodas - ciclista não especificado traumatizado em um acidente de trânsito,Outros,0
V130,"Ciclista traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - condutor traumatizado em acidente não-de-trânsito",Outros,0
V131,"Ciclista traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - passageiro traumatizado em acidente não-de-trânsito",Outros,0
V132,"Ciclista traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - ciclista não especificado traumatizado em acidente não-de-trânsito",Outros,0
V133,"Ciclista traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - pessoa traumatizada ao subir ou descer do veículo",Outros,0
V134,"Ciclista traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - condutor traumatizado em um acidente de trânsito",Outros,0
V135,"Ciclista traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - passageiro traumatizado em um acidente de trânsito",Outros,0
V139,"Ciclista traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - ciclista não especificado traumatizado em um acidente de trânsito",Outros,0
V140,Ciclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor traumatizado em acidente não-de-trânsito,Outros,0
V141,Ciclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em acidente não-de-trânsito,Outros,0
V142,Ciclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus - ciclista não especificado traumatizado em acidente não-de-trânsito,Outros,0
V143,Ciclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa traumatizada ao subir ou descer do veículo,Outros,0
V144,Ciclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor traumatizado em um acidente de trânsito,Outros,0
V145,Ciclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em um acidente de trânsito,Outros,0
V149,Ciclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus - ciclista não especificado traumatizado em um acidente de trânsito,Outros,0
V150,Ciclista traumatizado em colisão com um trem ou um veículo ferroviário - condutor traumatizado em acidente não-de-trânsito,Outros,0
V151,Ciclista traumatizado em colisão com um trem ou um veículo ferroviário - passageiro traumatizado em acidente não-de-trânsito,Outros,0
V152,Ciclista traumatizado em colisão com um trem ou um veículo ferroviário - ciclista não especificado traumatizado em acidente não-de-trânsito,Outros,0
V153,Ciclista traumatizado em colisão com um trem ou um veículo ferroviário - pessoa traumatizada ao subir ou descer do veículo,Outros,0
V154,Ciclista traumatizado em colisão com um trem ou um veículo ferroviário - condutor traumatizado em um acidente de trânsito,Outros,0
V155,Ciclista traumatizado em colisão com um trem ou um veículo ferroviário - passageiro traumatizado em um acidente de trânsito,Outros,0
V159,Ciclista traumatizado em colisão com um trem ou um veículo ferroviário - ciclista não especificado traumatizado em um acidente de trânsito,Outros,0
V160,Ciclista traumatizado em colisão com outro veículo não-motorizado - condutor traumatizado em acidente não-de-trânsito,Outros,0
V161,Ciclista traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em acidente não-de-trânsito,Outros,0
V162,Ciclista traumatizado em colisão com outro veículo não-motorizado - ciclista não especificado traumatizado em acidente não-de-trânsito,Outros,0
V163,Ciclista traumatizado em colisão com outro veículo não-motorizado - pessoa traumatizada ao subir ou descer do veículo,Outros,0
V164,Ciclista traumatizado em colisão com outro veículo não-motorizado - condutor traumatizado em um acidente de trânsito,Outros,0
V165,Ciclista traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em um acidente de trânsito,Outros,0
V169,Ciclista traumatizado em colisão com outro veículo não-motorizado - ciclista não especificado traumatizado em um acidente de trânsito,Outros,0
V170,Ciclista traumatizado em colisão com um objeto fixo ou parado - condutor traumatizado em acidente não-de-trânsito,Outros,0
V171,Ciclista traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em acidente não-de-trânsito,Outros,0
V172,Ciclista traumatizado em colisão com um objeto fixo ou parado - ciclista não especificado traumatizado em acidente não-de-trânsito,Outros,0
V173,Ciclista traumatizado em colisão com um objeto fixo ou parado - pessoa traumatizada ao subir ou descer do veículo,Outros,0
V174,Ciclista traumatizado em colisão com um objeto fixo ou parado - condutor traumatizado em um acidente de trânsito,Outros,0
V175,Ciclista traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente de trânsito,Outros,0
V179,Ciclista traumatizado em colisão com um objeto fixo ou parado - ciclista não especificado traumatizado em um acidente de trânsito,Outros,0
V180,Ciclista traumatizado em um acidente de transporte sem colisão - condutor traumatizado em acidente não-de-trânsito,Outros,0
V181,Ciclista traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em acidente não-de-trânsito,Outros,0
V182,Ciclista traumatizado em um acidente de transporte sem colisão - ciclista não especificado traumatizado em acidente não-de-trânsito,Outros,0
V183,Ciclista traumatizado em um acidente de transporte sem colisão - pessoa traumatizada ao subir ou descer do veículo,Outros,0
V184,Ciclista traumatizado em um acidente de transporte sem colisão - condutor traumatizado em um acidente de trânsito,Outros,0
V185,Ciclista traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em um acidente de trânsito,Outros,0
V189,Ciclista traumatizado em um acidente de transporte sem colisão - ciclista não especificado traumatizado em um acidente de trânsito,Outros,0
V190,"Condutor traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito",Outros,0
V191,"Passageiro traumatizado em colisão com outro veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito",Outros,0
V192,"Ciclista não especificado traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito",Outros,0
V193,Ciclista [qualquer] traumatizado em um acidente não especificado e não-de-trânsito,Outros,0
V194,"Condutor traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito",Outros,0
V195,"Passageiro traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito",Outros,0
V196,"Ciclista não especificado traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito",Outros,0
V198,Ciclista [qualquer] traumatizado em outros acidentes de transporte especificados,Outros,0
V199,Ciclista [qualquer] traumatizado em um acidente de trânsito não especificado,Outros,0
V200,Motociclista traumatizado em colisão com um pedestre ou um animal - condutor traumatizado em acidente não-de-trânsito,Outros,0
V201,Motociclista traumatizado em colisão com um pedestre ou um animal - passageiro traumatizado em acidente não-de-trânsito,Outros,0
V202,Motociclista traumatizado em colisão com um pedestre ou um animal - motociclista não especificado traumatizado em acidente não-de-trânsito,Outros,0
V203,Motociclista traumatizado em colisão com um pedestre ou um animal - pessoa traumatizado ao subir ou descer do veículo,Outros,0
V204,Motociclista traumatizado em colisão com um pedestre ou um animal - condutor traumatizado em um acidente de trânsito,Outros,0
V205,Motociclista traumatizado em colisão com um pedestre ou um animal - passageiro traumatizado em um acidente de trânsito,Outros,0
V209,Motociclista traumatizado em colisão com um pedestre ou um animal - motociclista não especificado traumatizado em um acidente de trânsito,Outros,0
V210,Motociclista traumatizado em colisão com um veículo a pedal - condutor traumatizado em acidente não-de-trânsito,Outros,0
V211,Motociclista traumatizado em colisão com um veículo a pedal - passageiro traumatizado em acidente não-de-trânsito,Outros,0
V212,Motociclista traumatizado em colisão com um veículo a pedal - motociclista não especificado traumatizado em acidente não-de-trânsito,Outros,0
V213,Motociclista traumatizado em colisão com um veículo a pedal - pessoa traumatizado ao subir ou descer do veículo,Outros,0
V214,Motociclista traumatizado em colisão com um veículo a pedal - condutor traumatizado em um acidente de trânsito,Outros,0
V215,Motociclista traumatizado em colisão com um veículo a pedal - passageiro traumatizado em um acidente de trânsito,Outros,0
V219,Motociclista traumatizado em colisão com um veículo a pedal - motociclista não especificado traumatizado em um acidente de trânsito,Outros,0
V220,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas - condutor traumatizado em acidente não-de-trânsito,Outros,0
V221,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas - passageiro traumatizado em acidente não-de-trânsito,Outros,0
V222,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas - motociclista não especificado traumatizado em acidente não-de-trânsito,Outros,0
V223,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas - pessoa traumatizado ao subir ou descer do veículo,Outros,0
V224,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas - condutor traumatizado em um acidente de trânsito,Outros,0
V225,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas - passageiro traumatizado em um acidente de trânsito,Outros,0
V229,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas - motociclista não especificado traumatizado em um acidente de trânsito,Outros,0
